,address,driving_time,public_trans_time,public_trans_option
3372,"אורגד  4,Netanya",typically 45 min - 1 hr 30 min,55 min,16    נתניה-נתניה<->בית שמש-בית שמש
3373,"Shoshana Damari St.  2,Ramla",typically 35 min - 1 hr 20 min,56 min,458
3374,"HaEtrog St.  8,Ramla",typically 35 min - 1 hr 15 min,53 min,450
3375,"HaMigdal HaLavan St.  6,Ramla",typically 35 min - 1 hr 20 min,51 min,450
3376,Kibuts Galuyot St. Bat Yam,typically 20 - 50 min,31 min,240
3377,Golomb St. Raanana,typically 30 min - 1 hr 5 min,57 min,147
3378,"Abba Ahimeir St.  25,Lod",typically 24 min - 1 hr,39 min,364
3379,Eli Cohen St. Lod,typically 35 min - 1 hr 5 min,38 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3380,"Avot Yeshurun St.  8,Ashdod",typically 50 min - 1 hr 40 min,51 min,280
3381,Shamah St. Ramla,typically 35 min - 1 hr 15 min,51 min,450
3382,"Shlomo Kaplanski St.  6,Rishon LeTsiyon",typically 30 min - 1 hr 5 min,49 min,190
3383,"Hahermon St.  7,Beer Yaakov",typically 35 min - 1 hr 15 min,40 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3384,"Yitshak Ben Zvi St.  18,Ramla",typically 35 min - 1 hr 20 min,42 min,450
3385,"Ha-Teenim St.  12,Ramla",typically 35 min - 1 hr 15 min,50 min,450
3386,"Khayim Barlev St.  10,Ramla",typically 35 min - 1 hr 15 min,46 min,450
3387,"Yehuda Ragunis St.  26,Rishon LeTsiyon",typically 30 min - 1 hr 5 min,47 min,5        193
3388,"Moshe Dayan St.  4,Ramla",typically 35 min - 1 hr 15 min,47 min,450
3389,Levi Eshkol St. Ramla,typically 35 min - 1 hr 15 min,45 min,450
3390,"Yitshak Sadeh St.  4,Bat Yam",typically 24 min - 1 hr,45 min,1
3391,Yohanan HaSandlar St. Bat Yam,typically 24 min - 1 hr 5 min,49 min,1
3392,Rehavam Zeevi St. Holon,typically 16 - 35 min,30 min,71
3393,Yerushalayim St. Bat Yam,typically 22 - 55 min,37 min,1
3394,Uzi Hitman St. Netanya,typically 35 min - 1 hr 10 min,51 min,600
3395,Yosef Lapid St. Netanya,typically 35 min - 1 hr 15 min,51 min,600
3396,Nitsa Boulevard Netanya,typically 50 min - 1 hr 40 min,46 min,650
3397,Dudu Dotan St. Netanya,typically 35 min - 1 hr 10 min,48 min,600
3398,HaRakefet St. Netanya,typically 50 min - 1 hr 40 min,1 hr,25    בנימינה-בנימינה גבעת עדה<->לוד-לוד
3399,Ehud Manor St. Netanya,typically 35 min - 1 hr 10 min,48 min,600
3400,Harzfeld St. Herzliya,typically 26 - 50 min,27 min,606
3401,"Rambam St.  68,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 34 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3402,Avraham Mapu St. Beer Sheva,typically 1 hr 30 min - 2 hr 30 min,1 hr 46 min,14        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3403,Rival St. Rishon LeTsiyon,typically 24 min - 1 hr 5 min,38 min,8    190
3404,"Yaakov Tamari  7,Rehovot",NA,NA,NA
3405,"Sderot Shlomo HaMelech  63,Lod",typically 35 min - 1 hr 10 min,35 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3406,Yosef Burg St. Beer Sheva,typically 1 hr 30 min - 2 hr 30 min,1 hr 45 min,14        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3407,Ha-Tsiyonut St. Ashdod,typically 45 min - 1 hr 40 min,NA,NA
3408,Yehuda Halevi St. Ashdod,typically 45 min - 1 hr 40 min,NA,NA
3409,Tel-Chay Boulevard Ashdod,typically 50 min - 1 hr 40 min,1 hr 7 min,281
3410,Shmuel HaNagid St. Ashdod,typically 45 min - 1 hr 40 min,47 min,280
3411,Har Knaan St. Ashdod,typically 50 min - 1 hr 40 min,NA,NA
3412,Aharon Ben Yosef St. Ramla,typically 30 min - 1 hr 5 min,38 min,450
3413,Khabad St. Rishon LeTsiyon,typically 28 min - 1 hr,NA,NA
3414,HaMetsuda St. Holon,typically 16 - 35 min,36 min,7
3415,"Sanhedrin St.  86,Beer Sheva",typically 1 hr 20 min - 2 hr 10 min,1 hr 31 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3416,"Nahal Hatsvi St.  63,Migdal HaEmek",typically 1 hr 40 min - 3 hr,1 hr 48 min,426    836
3417,"Moshe Sharet St.  14,Bat Yam",typically 20 - 50 min,29 min,240
3418,Yermiyahu St. Holon,typically 18 - 40 min,38 min,289    171
3419,HaGalil St. Karmiel,typically 2 hr - 3 hr 20 min,2 hr 3 min,65        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
3420,HaEtsel St. Ashdod,typically 50 min - 1 hr 40 min,56 min,280
3421,Eshhar St. Karmiel,typically 2 hr - 3 hr 20 min,2 hr 8 min,65        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
3422,Gefen St. Harish,typically 1 hr 15 min - 3 hr,1 hr 24 min,63    825
3423,"Hasar Pinkas St.  18,Bat Yam",typically 20 - 55 min,45 min,46
3424,"Nadav St.  18,Tel Aviv-Yafo",typically 10 - 20 min,16 min,7
3425,"Yefet St.  222,Tel Aviv-Yafo",typically 20 - 45 min,35 min,46
3426,Derech Menachem Begin Bat Yam,typically 24 min - 1 hr 5 min,50 min,1
3427,"Kibuts Galuyot St.  32,Bat Yam",typically 20 - 50 min,29 min,240
3428,"Memorial Gimel St.  5,Bat Yam",typically 20 - 50 min,30 min,240
3429,"Yoseftal St.  70,Bat Yam",typically 22 - 55 min,42 min,46
3430,"HaAtsmaut Boulevard  67,Bat Yam",typically 20 - 55 min,35 min,1
3431,"Rothschild St.  59,Bat Yam",typically 20 - 50 min,29 min,240
3432,"Balfour St.  106,Bat Yam",typically 24 min - 1 hr 5 min,41 min,1
3433,"HaAtsmaut Boulevard  2,Bat Yam",typically 22 min - 1 hr,32 min,6    אשקלון-אשקלון<->הרצליה-הרצליה
3434,"Sumkan St.  32,Tel Aviv-Yafo",typically 18 - 40 min,17 min,אשקלון-אשקלון<->הרצליה-הרצליה
3435,"Balfour St.  52,Bat Yam",typically 22 min - 1 hr,38 min,46
3436,"Yohanan HaSandlar St.  8,Bat Yam",typically 24 min - 1 hr 5 min,49 min,1
3437,"Memorial Gimel St.  5,Bat Yam",typically 20 - 50 min,30 min,240
3438,"Eli Cohen St.  20,Bat Yam",typically 20 - 50 min,26 min,240
3439,"Matitiyahu Ganam St.  14,Bat Yam",typically 18 - 45 min,25 min,240
3440,"Ha-Sar Shapira St.  9,Bat Yam",typically 24 min - 1 hr 5 min,43 min,1
3441,"Daniel St.  50,Bat Yam",typically 20 - 50 min,29 min,240
3442,"Masaryk St.  18,Bat Yam",typically 24 min - 1 hr,33 min,6    אשקלון-אשקלון<->הרצליה-הרצליה
3443,"Jabotinsky St.  13,Bat Yam",typically 22 min - 1 hr,42 min,1
3444,"Ha-Sar Rabinovich St.  18,Bat Yam",typically 24 min - 1 hr,48 min,1
3445,"Dizengoff St.  13,Netanya",typically 45 min - 1 hr 25 min,44 min,650
3446,Shlomo ha-Melekh St. Netanya,typically 45 min - 1 hr 40 min,48 min,650
3447,"Rishon LeTsiyon St.  7,Netanya",typically 40 min - 1 hr 20 min,56 min,32א    בנימינה-בנימינה גבעת עדה<->לוד-לוד
3448,Shlomo Kaplanski St. Rishon LeTsiyon,typically 30 min - 1 hr,50 min,190
3449,Nahal Peret Be'er Sheva,typically 1 hr 30 min - 2 hr 30 min,1 hr 53 min,2        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3450,"Ben Tsvi Boulevard  74,Netanya",typically 35 min - 1 hr 15 min,45 min,605
3451,HaDganit St. Acre,typically 1 hr 50 min - 3 hr 10 min,1 hr 58 min,4    נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות
3452,Natan Bernitski St. Rishon LeTsiyon,typically 35 min - 1 hr 5 min,49 min,190
3453,Safed St. Holon,typically 24 min - 1 hr,43 min,89
3454,Yehuda Halevi St. Rishon LeTsiyon,typically 28 min - 1 hr,45 min,193
3455,"Ha-Rav Nisanbaum St.  37,Bat Yam",typically 22 min - 1 hr,32 min,6    אשקלון-אשקלון<->הרצליה-הרצליה
3456,"Yisra'el Poli Polyakov St.  8,Ramla",typically 35 min - 1 hr 20 min,57 min,458
3457,Aliza Begin St. Rishon LeTsiyon,typically 28 - 55 min,48 min,3    אשקלון-אשקלון<->הרצליה-הרצליה
3458,Rambam St. Rishon LeTsiyon,typically 30 min - 1 hr 5 min,44 min,193
3459,Nordau St. Rishon LeTsiyon,typically 30 min - 1 hr 5 min,50 min,190
3460,"Nof HaEmek St.  4,Migdal HaEmek",typically 1 hr 40 min - 3 hr,1 hr 46 min,826
3461,"Zahal St.  1,Ramla",typically 35 min - 1 hr 15 min,41 min,450
3462,Avraham Shlonsky St. Netanya,typically 35 min - 1 hr 10 min,45 min,605
3463,"Meir Ariel St.  13,Ramla",typically 35 min - 1 hr 20 min,57 min,458
3464,HaShalom Road Tel Aviv-Yafo,typically 5 - 16 min,10 min,364
3465,Granados St. Ramat Gan,typically 14 - 35 min,32 min,67    200
3466,Alumim St. Ramat Gan,typically 12 - 35 min,25 min,364
3467,Derech Struma Nahariya,typically 2 hr - 3 hr 20 min,2 hr,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות
3468,Shivtei Israel St. Tel Aviv-Yafo,typically 18 - 45 min,34 min,46
3469,"Melvin Calvin  12,Rosh Haayin",typically 40 min - 1 hr 15 min,43 min,477
3470,Daniel St. Bat Yam,typically 20 - 50 min,28 min,240
3471,Yosef ha-Levi St. Rishon LeTsiyon,typically 28 - 55 min,NA,NA
3472,"HaYarden St.  2,Rishon LeTsiyon",typically 30 - 55 min,43 min,190
3473,Rakefet St. Gan Yavne,typically 45 min - 1 hr 30 min,56 min,340    177
3474,Harimon St. Kfar Hananya,typically 2 hr - 3 hr 20 min,2 hr 24 min,149        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
3475,Harimon St. Kfar Hananya,typically 2 hr - 3 hr 20 min,2 hr 24 min,149        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע
3476,David Shimoni St. Holon,typically 20 - 45 min,31 min,71
3477,"Dudu Dotan St.  4,Netanya",typically 35 min - 1 hr 10 min,46 min,600
3478,"Nahal Hatsvi St.  63,Migdal HaEmek",typically 1 hr 40 min - 3 hr,1 hr 48 min,426    836
3479,"Dov Ronel St.  35,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 45 min,14        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3480,"HaRav Tana St.  34,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 51 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3481,"Arye Motskin St.  25,Netanya",typically 40 min - 1 hr 15 min,54 min,68    בנימינה-בנימינה גבעת עדה<->לוד-לוד
3482,"Yohanan HaSandlar St.  5,Netanya",typically 45 min - 1 hr 30 min,51 min,16    נתניה-נתניה<->בית שמש-בית שמש
3483,"Ben Tsvi Boulevard  118,Netanya",typically 35 min - 1 hr 10 min,43 min,605
3484,"Reuven Rubin St.  5,Be'er Sheva",typically 1 hr 25 min - 2 hr 20 min,1 hr 28 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3485,Binyamin Metudela St. Beer Sheva,typically 1 hr 20 min - 2 hr 10 min,1 hr 23 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3486,Mivtsa Kadesh St. Raanana,typically 30 min - 1 hr 5 min,58 min,147
3487,"Rozmarin St.  11,Be'er Sheva",typically 1 hr 30 min - 2 hr 30 min,1 hr 50 min,378
3488,"David Alroi St.  27,Beer Sheva",typically 1 hr 25 min - 2 hr 20 min,1 hr 40 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3489,Ha-Nakhal St. Petah Tikva,typically 35 min - 1 hr 5 min,39 min,950        הרצליה-הרצליה<->אשדוד עד הלום-אשדוד
3490,"Feierberg St.  23,Beer Sheva",typically 1 hr 30 min - 2 hr 30 min,1 hr 47 min,14        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3491,HaRav Tana St. Beer Sheva,typically 1 hr 30 min - 2 hr 20 min,1 hr 49 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3492,"Moriya St.  58,Beer Sheva",typically 1 hr 25 min - 2 hr 20 min,1 hr 34 min,16        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3493,"Herzl Rosenblum St.  13,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 57 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3494,"Hahida St.  4,Beer Sheva",typically 1 hr 25 min - 2 hr 20 min,1 hr 41 min,16        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3495,"Yefe Nof St.  26,Ashkelon",typically 1 - 2 hr,1 hr 35 min,18    אשקלון-אשקלון<->הרצליה-הרצליה
3496,Derech Ben Gurion Bat Yam,typically 24 min - 1 hr,1 hr 15 min,705
3497,Yehudah Al Harizi St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 41 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3498,Ela St. Karmiel,typically 2 hr - 3 hr 20 min,2 hr 12 min,242    836
3499,Avraham Mapu St. Beer Sheva,typically 1 hr 30 min - 2 hr 30 min,1 hr 46 min,14        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3500,Derech Metsada Beersheba,typically 1 hr 25 min - 2 hr 20 min,1 hr 37 min,12א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3501,Mordekhai Gur St. Netanya,typically 40 min - 1 hr 10 min,40 min,600
3502,"Kadish Silman St.  1,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 44 min,14        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3503,Rubin St. Harish,typically 1 hr 15 min - 3 hr,1 hr 33 min,63    825
3504,"Etrog  1,Harish",typically 1 hr 15 min - 3 hr,1 hr 27 min,63    825
3505,Shoham St. Harish,typically 1 hr 15 min - 3 hr,1 hr 34 min,63    825
3506,"Reuven Barkat St.  38,Holon",typically 22 - 55 min,31 min,71
3507,Dudu Dotan St. Netanya,typically 35 min - 1 hr 10 min,48 min,600
3508,"Kdoshei Kehilat Mezerich St.  10,Lod",typically 35 min - 1 hr,39 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3509,"San Martin St.  11,Lod",typically 30 min - 1 hr,38 min,460
3510,"Rakhel Alter St.  15,Lod",typically 35 min - 1 hr 5 min,38 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3511,"Sderot David HaMelech  13,Lod",typically 30 min - 1 hr 5 min,36 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3512,Vakhtangov St. Tel Aviv-Yafo,typically 18 - 40 min,32 min,1
3513,"Elyakim ha-Melekh St.  11,Ashdod",typically 45 min - 1 hr 40 min,1 hr 3 min,34    280
3514,Elfal St. Lod,typically 35 min - 1 hr 5 min,36 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3515,"Sokolov St.  46,Netanya",typically 45 min - 1 hr 30 min,47 min,650
3516,"Alef Samech Levi St.  12,Ramla",typically 35 min - 1 hr 20 min,46 min,450
3517,Ha-Kalanit St. Ashdod,typically 45 min - 1 hr 40 min,54 min,34    280
3518,Derech HaShalom Beersheba,typically 1 hr 25 min - 2 hr 20 min,1 hr 25 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3519,Shraga Abramson St. Beer Sheva,typically 1 hr 20 min - 2 hr 10 min,1 hr 38 min,23        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3520,"Avraham Perrera St.  1,Jerusalem",typically 1 hr 5 min - 1 hr 40 min,1 hr 34 min,21    1    ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה
3521,"Weizman St.  10,Nahariyya",typically 2 hr - 3 hr 20 min,2 hr 3 min,3    נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות
3522,David Elazar St. Rehovot,typically 40 min - 1 hr 10 min,1 hr 10 min,17    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3523,Archi Sherman St. Netanya,typically 40 min - 1 hr 15 min,52 min,600
3524,Atad St. Karmiel,typically 2 hr - 3 hr 20 min,2 hr 12 min,242    836
3525,Carmel St. Lod,typically 35 min - 1 hr 5 min,39 min,1        רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3526,Nissim Aloni St. Tel Aviv-Yafo,typically 7 - 18 min,13 min,בנימינה-בנימינה גבעת עדה<->לוד-לוד
3527,"Balfour St.  1,Lod",typically 30 - 55 min,42 min,6    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3528,"Knei Suf St.  3,Lod",typically 35 min - 1 hr 10 min,32 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3529,Gissin St. Rishon LeTsiyon,typically 30 min - 1 hr,46 min,193
3530,"Kiryat Sefer St.  12,Rishon LeTsiyon",typically 30 min - 1 hr,45 min,190
3531,"Ha-Gefen St.  8,Netanya",typically 45 min - 1 hr 40 min,57 min,25    בנימינה-בנימינה גבעת עדה<->לוד-לוד
3532,"Afarsemon St.  5,Ashdod",typically 50 min - 1 hr 40 min,1 hr 5 min,281
3533,Yitshak Ben Zvi St. Ramla,typically 35 min - 1 hr 20 min,43 min,450
3534,"Simha Holtsberg St.  16,Ramla",typically 35 min - 1 hr 15 min,50 min,450
3535,Yad Vashem St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 29 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3536,Eliyahu ha-Navi St. Beer Sheva,typically 1 hr 20 min - 2 hr 10 min,1 hr 27 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3537,Mivtsa Uvda St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 36 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3538,Moriya St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 33 min,16        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3539,"Tsvi Ganot St.  6,Rishon LeTsiyon",typically 28 - 50 min,43 min,193
3540,"Ha-Neviim St.  26,Bat Yam",typically 22 min - 1 hr,47 min,1
3541,"Gordon St.  3,Beer Sheva",typically 1 hr 25 min - 2 hr 20 min,1 hr 25 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3542,"Derech Ben Gurion  41,Bat Yam",typically 24 min - 1 hr,43 min,46
3543,Irit St. Jerusalem,typically 1 hr 5 min - 1 hr 50 min,1 hr 29 min,531        ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה
3544,HaAlon St. Raanana,typically 30 min - 1 hr,48 min,213        בנימינה-בנימינה גבעת עדה<->לוד-לוד
3545,"Rambam St.  68,Beer Sheva",typically 1 hr 30 min - 2 hr 20 min,1 hr 34 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3546,Kibuts Galuyot St. Nahariyya,typically 2 hr - 3 hr 20 min,2 hr 9 min,8    נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות
3547,Gordon St. Beer Sheva,typically 1 hr 25 min - 2 hr 20 min,1 hr 25 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3548,"Sderot Johana Jabotinsky  38,Beersheba",typically 1 hr 30 min - 2 hr 30 min,1 hr 42 min,14        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3549,"HaEla St.  3,Lod",typically 30 min - 1 hr,45 min,6    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3550,"Haim Moshe Shapira St.  13,Lod",typically 30 min - 1 hr,37 min,460
3551,"Henrietta Szold St.  114,Lod",typically 30 min - 1 hr,39 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3552,"Barak St.  4,Lod",typically 35 min - 1 hr,40 min,460
3553,"Dakar St.  21,Lod",typically 30 min - 1 hr,49 min,6    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3554,"Rakhel Alter St.  19,Lod",typically 35 min - 1 hr 5 min,39 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3555,"Lilach St.  4,Lod",typically 30 min - 1 hr,44 min,1        רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3556,"Sapir St.  12,Beer Yaakov",typically 30 min - 1 hr 15 min,44 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3557,Khayim Arlozorov St. Lod,typically 35 min - 1 hr 5 min,39 min,1        רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3558,Rashi St. Beer Sheva,typically 1 hr 20 min - 2 hr 10 min,1 hr 34 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3559,Kadesh St. Migdal HaEmek,typically 1 hr 40 min - 3 hr,1 hr 53 min,426    836
3560,"Ha-Vered St.  10,Migdal HaEmek",typically 1 hr 40 min - 3 hr,1 hr 58 min,426    836
3561,Ha-Yaara St. Migdal HaEmek,typically 1 hr 40 min - 3 hr,1 hr 56 min,5    826
3562,"Nahal Hatsvi St.  75,Migdal HaEmek",typically 1 hr 40 min - 3 hr,1 hr 46 min,826
3563,Nahal Hatsvi St. Migdal HaEmek,typically 1 hr 30 min - 3 hr 50 min,NA,NA
3564,"Ha-Yaara St.  7,Migdal HaEmek",typically 1 hr 40 min - 3 hr 50 min,1 hr 56 min,5    826
3565,"HaAyalon St.  15,Lod",typically 30 min - 1 hr 5 min,56 min,2    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3566,Rashi St. Beer Sheva,typically 1 hr 20 min - 2 hr 10 min,1 hr 34 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3567,Rakhel Alter St. Lod,typically 35 min - 1 hr 10 min,38 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה
3568,David Tuviyahu Ave Beersheba,typically 1 hr 25 min - 2 hr 10 min,1 hr 40 min,27א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל
3569,"Egoz St.  16,Lod",typically 30 - 55 min,35 min,460
3570,Yosef Katran St. Acre,typically 1 hr 50 min - 3 hr 10 min,1 hr 49 min,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות
3571,Shlomo Kaplanski St. Rishon LeTsiyon,typically 30 min - 1 hr,50 min,190
